word,frequency_classification,definition,word_types,word_endings,sentences
tízes,3,"Tízes szám : tíz egységet tartalmazó szám, illetve ennek írott jele.",mn,"~ek,~et","A tízes számot is behúztam a szelvényen.,Ezzel jelölt, ilyen méretű.,Adj egy tízes kulcsot!, Tízes évek : évszázadnak 10-től 19-ig terjedő évei.,Még a tízes években történt ez az eset.,Tíz egyedet magába foglaló.,Alakítsunk tízes csoportokat!,Tíz pénzegységet érő.,Az automata tízes érmékkel működik.,(bizalmas) Tíz órakor vagy valahány óra tíz perckor induló, érkező, kezdődő.,Lekéste a hat tízes autóbuszt.,A tízes vonattal jövök., Tízes számrendszer : az a számrendszer, amelynek alapszáma tíz, s a számjegyek helyi értéke jobbról balra haladva a tízszeresére nő.,Leggyakrabban a tízes számrendszert használjuk."
tízes,3,"A tíz egységet magában foglaló szám, illetve ennek jele.",fn,"~ek,~t,~e","Írj ide egy tízest!,Ezzel a számmal jelölt személy, dolog.,Úgy látom, a tízest rúgták fel.,A tök tízest húztam.,(bizalmas) Tíz vagy tízezer pénzegységet érő bankjegy, vagy ennyi pénz.,Nincs kölcsön egy tízesed?,Dobj be még egy tízest!,Többjegyű számban hátulról a második számjegy.,Kerekítsd a tízeseket százasokra!"
tízparancsolat,2,A keresztény és a zsidó vallás tíz pontba foglalt alaptörvénye.,fn,"~ot,~a","Megszegi a tízparancsolatot.,El tudod mondani a tízparancsolatot?,(tréfás) Valaminek a tíz pontba foglalt szabályzata.,Nagyobb kirándulóhelyek környékén ki szokták írni az erdőben való viselkedés tízparancsolatát."
tó,5,Tengerrel összeköttetésben nem lévő nagyobb állóvíz.,fn,,"A Kaszpi-tenger valójában nem is tenger, hanem óriási tó.,Délután lementünk a tóra fürdeni."
toalett,2,"(választékos) (Különösen nőknél:) Külső megjelenés, tisztálkodás, szépségápolás együtt.",fn,"~ek,~et,~je","Tizenegyre elkészülsz a toaletteddel, szívem?,(választékos) Elegáns női ruha.,A fogadáson a hölgyek a legújabb estélyi toalettekben pompáztak.,(gúnyos) Micsoda toalett!,Úgy néz ki, mint egy papagáj!,(régi) Toalettasztal.,Több órát tölt a toalett előtt.,(szépítő) Illemhely.,Megmondaná kérem, hol van itt a toalett?"
toboroz,3,(régi) (Önkéntes katonákat) gyűjt.,ige,~ni,"A huszárezredbe újoncokat toboroznak.,(Embereket) valamely célra igyekszik megnyerni.,A képviselőjelölt választókat toboroz."
toborzó,2,"Olyan, aki, ami toboroz.","mn,mn-i,in","~k,~t","A toborzó őrmester csákót nyom az újonc fejébe.,Mindenfelől toborzó zeneszó hallatszik."
toborzó,2,Toborzást végző személy.,fn,"~k,~t,~ja","A toborzók borral itatják a legényeket.,(régi, ritka) Toborzás.,Országszerte toborzókat tartanak.,Régi magyar tánc.,A katonák toborzót járnak."
toboz,2,Egyes növények pikkelyes termése.,fn,"~ok,~t,~a","Az éger körömnyi fekete tobozai télen is a fán maradnak.,A gyerekek szívesen gyűjtögetik a fenyőfák megkeményedett, lehullajtott tobozait."
tócsa,4,Esővízből összegyűlt pocsolya.,fn,"*k,*t,*ja","Az éjjel esett, csupa tócsa az út.,Beleléptem egy tócsába.,Kiömlött folyadék.,Felborult a kávéscsésze, vigyázz, ne lépj bele a tócsába!"
tocsog,2,Vízben vagy sásban járva csobbanásszerű hangokat hallat.,ige,~ni,"Sekély vízben, pocsolyákban tocsogni olyan jó!,Tocsog valamitől : (étel zsírt, olajat) túlzott mértékben tartalmaz.,Ez a pörkölt tocsog a zsírtól, nem tudom megenni."
tódít,2,"(Történetet, elbeszélést) túlozva megtold, kiszínez.",ige,~ani,"A történetet tódítva adta elő.,Nagyokat mond, túloz.,Szeret tódítani, a felét se hidd el annak, amit mond!"
tódul,4,"(Emberek tömege) tolakodva özönlik, nyomul valahova.",ige,~ni,"Mindenki az udvarra tódult.,(Folyadék vagy pénz) nagy erővel és nagy tömegben zúdul, özönlik valahova.,Hirtelen minden vér az agyába tódult, elöntötte a méreg.,Ha az üzlet beindul, tódul majd a pénz is."
tóga,2,"Ókori római polgár vállon átvetve hordott, lepelszerű ruhája.",fn,"*k,*t,*ja","A szenátus tagjai díszes tógában érkeznek a Forum Romanumra.,(régi) A XIX.,század közepéig a református kollégiumok bentlakó diákjainak palástszerű, bő felsőruhája.,A debreceni református kollégium diákjai Csokonai idejében tógát viseltek."
tohonya,2,"(népi, rosszalló) Nehézkesen mozgó, lomha (ember), illetve ilyen emberre jellemző.",mn,"*k,*t,*n","Úgy mászol, mint a tetű, ne légy már olyan tohonya!,Szegény kislány, milyen tohonya mozgása van!"
tojás,5,"Madárnak az a cselekvése, hogy tojik.",fn,"~ok,~t,~a","A tyúkok tojás előtt nagyon izgatottak.,Madarak és bizonyos hüllők általában meszes héjú nagy petéje.,A teknősök a tengerpart homokjába rakják tojásaikat.,Tyúktojás (mint étel).,Ebédre süss magadnak három tojást!, Húsvéti, hímes vagy piros tojás : a locsolóknak adott festett (kemény) tojás.,Szépek lettek idén a piros tojások.,(népi) Egyes rovarok petéje.,A hangyák menekítik tojásaikat.,(bizalmas) Férfi, illetve hím állat heréje.,Félti a tojásait, inkább nem verekszik."
tojó,3,Madár nősténye.,fn,"~k,~t,~ja","A tojó általában kevésbé díszes tollazatú, mint a hím."
tok,4,Valamely tárgy számára készült védő tartó.,fn,"~ok,~ot,~ja","Hátára vette a nagybőgő tokját.,A szervezet bizonyos részeit körülvevő burok.,A balesetben megsérültek az ízületi tokok is.,Toktermés.,A mák száraz tokjaiból gyógyszert készítenek.,Madár bőrében található képződmény, amelyből a toll kinő.,Sütés előtt a fácán tokjait feltétlenül távolítsuk el.,Keret, amelybe ajtót, ablakot illesztenek.,A viharban kitört néhány ablak, de a tokok szerencsére sértetlenek maradtak."
tok,1,"Porcos vázú tengeri hal, amely íváskor a folyókba vándorol.",fn,"~ok,~ot,~ja","A Földközi-tengerben élő toknak rokona a hazánkban is előforduló kecsege.,A tok besózott ikrája a kaviár.,A tok nevű hal húsa mint étel.,Előételnek rendeljünk tokot!"
toka,2,"Áll alatti, lelógó zsírpárna.",fn,"*k,*t,*ja","Szörnyen meghízott, dupla tokát eresztett.,A sertés tokájából finom szalonna készül."
tokaji,3,"Tokajból való, e helyre jellemző.",mn,"~ak,vagy,~k,~t","Egy tokaji aszút is hoztak a vendégek.,A tokaji szüretek hangulatát csak leírásból ismerem.,(Főnévi használatban:) Tokaji bor.,A tokaji a borok királya s a királyok bora.,Bonts ki egy üveg tokajit!"
tokány,1,"Csíkokra (ritkábban kockára) vagdalt húsból készült hagymás, fűszeres húsétel.",fn,"~ok,~t,~a","A borsos tokányhoz vékony szalonnacsíkokat is pirítanak, a húst pedig fehérborral eresztik föl.,Az erdélyi tokány általában tejföllel készül."
toktermés,1,"Érés után szétnyíló, száraz, sokmagvú termés.",fn,,A mák gubója toktermés.
tol,5,"Állandó nyomással helyéről elmozdít valamit, esetleg valakit.",ige,~ni,"A dombon felfelé tolja a kerékpárját.,Szemüvegét a homlokára tolja.,A mozdony nemcsak húzni, de tolni is tudja a szerelvényt.,A szumó birkózók tolják egymást a szőnyegen., (durva) Valahova tolja a képét vagy a pofáját : szemtelenül odamegy.,Nem szégyelled a szemem elé tolni a pofádat?, (bizalmas) Valakire vagy valamire tol valamit : áthárítja rá.,Megpróbálja rám tolni a dolgot, pedig én ott se voltam.,(Eseményt) későbbi időpontra halaszt.,Toljuk a megbeszélést péntekre, akkor mindenki itt lesz!"
tolat,4,"Valakit arra kér vagy kényszerít, hogy valamit toljon.",ige,~ni,"Mással tolatja a talicskáját.,(Mozdony, vasúti kocsi) a szerelvény rendezése során más vágányra megy át.,Szerelvény tolat a harmadik vágányra.,Hátramenetben megy.,Tolass a kapualjba a kocsival!,(bizalmas) Tolass arrébb, nem férek el tőled!,(bizalmas, rosszalló) Törtetően igyekszik érvényesülni.,Nagyon helyezkedik, tolat a munkahelyén.,(szleng) Valaki után igyekszik.,Ki után tolatsz, hogy ennyi virágot veszel?"
told,3,Valamely anyagot hozzáerősítve a terjedelmét növeli.,ige,~ani,"Legalább három centit kell toldani ehhez a kinőtt nadrághoz, hogy a gyerek újra hordani tudja.,Pótlólag hozzátesz valamit.,Toldok még néhány szót a levélhez.,A múltkor adott pénzhez toldok még egy keveset."
toldalék,4,Valaminek később hozzátoldott része.,fn,"~ok,~ot,~a","A kastélynak ez a szárnya toldalék.,A ruha toldaléka színében elüt az eredeti anyagtól.,(régi) Írásos mű függeléke.,Hiányzik a könyv toldaléka.,A szó végéhez járuló szóelem (képző, jel vagy rag).,Ha levágod a toldalékokat, megkapod a szótövet."
toll,5,"Madarak testén növő, üreges szárból és ebből kétoldalt egy síkban sűrűn elágazó finom szálakból álló szaruképződmény.",fn,"~ak,~at,~a","Kiesett egy tolla a papagájnak.,Ezeknek egy madáron található összessége.,A galamb a tollát tisztogatja.,A kacsa, liba kitépett és fosztott tollával párnát, paplant töltenek.,Tintával való írásra használt – régen lúdtollból faragott – íróeszköz.,A mai tollak nemigen hasonlítanak a lúdtollra.,Az íróasztalának a fiókja tele van tollakkal., Tollat ragad : írni kezd.,Végre tollat ragadtam, megírom neked az ígért levelet.,| Tollat forgat : írói tevékenységet folytat.,Jól forgatja a tollat, ez már a harmadik sikerkönyve.,Különféle tárgyak, eszközök laposan kiszélesedő része.,Eltörött a kulcs tolla.,(szleng, gyakran rosszalló) Haj.,Rémes a tollam, ideje fodrászhoz mennem."
tollaslabda,2,"Rendszerint műanyag tollakból és gumigolyóból álló, hálós ütővel könnyen repíthető játékeszköz.",fn,,"A tollaslabda felrepült a fa egyik ágára.,Ezzel játszott játék, sportág.,A tollaslabda a teniszhez hasonló játék, és már olimpiai sportág is."
tollbamondás,1,Felolvasott szöveg leíratása.,fn,,"Az iskolában a helyesírást tollbamondással is gyakoroltatják.,Jól sikerült a tollbamondásod?"
tolmács,4,Beszédet valakinek vagy valakiknek élőszóval más nyelvre fordító személy.,fn,"~ok,~ot,~a","A tolmács élő beszédet, a fordító írott szöveget fordít egy másik nyelvre.,A nemzetközi tárgyalások tolmács segítségével folynak.,(választékos) Gondolatok, érzelmek kifejezője.,Tekintete hű tolmácsa volt a benne gyülemlő indulatoknak.,(választékos) Szószóló.,Egy ügyvéd volt a sztrájkolók követeléseinek tolmácsa."
tolmácsol,4,(Beszédet) élőszóval valakinek vagy valakiknek más nyelvre fordít.,fn,~ni,"Az angol nyelvű előadást tolmácsolták.,Barátom jól fordít spanyolra, de gyengén tolmácsol.,(választékos) (Idegen nyelvű irodalmi művet) lefordít.,A Nobel-díjas regényt ő tolmácsolta magyarul.,(választékos) (Másnak a gondolatát, érzelmét) kifejezi valaki előtt.,Szeretném tolmácsolni a társaság óhaját.,(választékos) (Zeneművet) előad, bemutat.,A zenekar kitűnően tolmácsolta a Beethoven-szimfóniát."
tologat,3,(Több dolgot egyenként vagy egy dolgot) ide-oda tol.,ige,~ni,"Az emeleten egész nap bútorokat tologattak.,Tologasd egy kicsit a gyerekkocsit!,Halogat valamit.,Folyton tologatják a határidőt, sose lesz így kész a munka.,(rosszalló) (Ügyiratot, ügyet) elintézetlenül továbbad.,A bíróságon hónapok óta csak tologatják az aktámat.,Tologatnak : (labdarúgásban a játékosok) az időt húzva egymásnak adogatnak.,A játékosok a saját térfelükön tologatnak."
tolong,4,(Emberek tömege) összetorlódva szorong valahol.,ige,~ani,"Ember ember hátán tolong a szűk szobában.,(Sokaság) egymást taszigálva halad valahova.,Mindenki arra tolong, amerre a kijáratot sejti."
tolószék,2,"Kerekeken guruló, tolható karosszék járni nem tudó betegek, rokkantak részére.",fn,,"Mivel járni nem tudott, egész nap tolószékben üldögélt.,A baleset után tolószékbe kényszerült."
tolul,3,(választékos) (Embertömeg) sodródva tódul valahová.,ige,~ni,"A tömeg a koncert után a kapuhoz tolult.,(Folyadék) feltartóztathatatlanul ömlik valahová.,Könny tolult a szemébe, amikor meglátott.,Fejenálláskor vér tolult a fejébe."
tolvaj,5,"Lopáson ért, azzal vádolt vagy amiatt elítélt személy.",fn,"~ok,~t,~a","Fogják meg!,Tolvaj!,Belökték a cellába két tolvaj mellé.,(Jelzőként:) Olyan, aki vagy ami lopni szokott.,Elkaptuk a tolvaj szarkát."
tombol,4,(Személy) erős indulatában kiáltozva heves mozdulatokat tesz.,ige,~ni,"Tombol dühében, amiért nem kapta meg, amit akart.,(túlzó) A bemutatón a közönség tombolt a lelkesedéstől.,(Ló) táncolva rúgkapál.,A szilaj paripa tombol az idegességtől.,(Személy) kicsapongóan mulatozik.,A koncerten tomboltak a fiatalok.,(Pusztító természeti vagy társadalmi jelenség) teljes erejével érvényesül.,Szélvész tombol a tengeren.,Járvány tombol a vidéken.,Egész nap véres csata tombolt.,Évekig tombolt az önkény.,(Hangos érzelmi megnyilvánulás) a tetőfokán van.,A lakodalomban tombol a vígság."
tombola,2,Nyeremények kisorsolása a játékban résztvevőknél lévő számok alapján.,fn,"*k,*t,*ja","Vidám összejövetelek kedvelt játéka a tombola.,Ezt a játékmackót a szilveszteri tombolán nyertem."
tompa,5,Nem (eléggé) hegyes vagy éles (tárgy).,mn,"*k,*t,*n","Tompa ez a kés, meg kell éleztetni.,Tompa ceruzával nem tudok szépen rajzolni.,A szokottnál halkabb és mélyebb (hang).,A pléhtányér tompán koppant a földön.,Tompa moraj hallatszott nyugat felől.,Homályos, halvány (fény).,A petróleumlámpa tompa fényt ad.,Sötét, nem telt árnyalatú (szín).,Szereti a tompa színeket, most is egy szürkésbarna kabátot vett.,Csökkent vagy kis erejű, képességű (érzés, érzékelés, érzékszerv).,A vaddisznónak tompa a látása, de szaglása kitűnő.,Tompa fájdalmat érez a derekában.,Tompa kábulat, zsibbadtság vett rajta erőt.,Nehéz felfogású (személy vagy ész, észjárás).,Kicsit tompa agyú, mindent ötször el kell neki magyarázni.,Ma valahogy olyan tompa vagyok, nem tudok koncentrálni."
tompaszög,1,"90°-nál nagyobb, 180°-nál kisebb szög.",fn,,A két egyenes tompaszöget zár be.
tompor,2,(választékos) Valamely állat fara.,fn,"~ok,~t,~a","A lovak tomporára azonosításul bélyeget sütnek.,(régi vagy tréfás) A csípő és a farcsont közötti domborulat.,Elesett a jégen, jól megütötte a tomporát.,Nézd azt a nőt, hogy riszálja a tomporát!"
tonhal,1,"Nagy testű, kékesfekete hátú, fehér hasú, ízletes húsú tengeri hal.",fn,,"A tonhal akár 4-5 méteresre is megnőhet.,Ebből készült étel.,Ebédre rántott tonhalat eszünk tartármártással."
tonna,5,Súlymérték (1000 kg).,fn,"*k,*t,*ja","(Jelzőként:) Ilyen súlyú.,Tíz tonna folyami kavicsot rendeltek a park felújításához.,(népi, régi) Általában termények tárolására való hordószerű edény.,„…most nyakrafőre őrletik a lisztet, és tömik vele a tonnákat” (Jókai M.: A senki szigete)."
topánka,2,(választékos) Kicsiny női vagy gyermekcipő.,fn,"*k,*t,*ja","Egy könnyű topánkát vett az unokájának.,A királyfi megtalálta Hamupipőke egyik topánkáját."
topáz,1,"Általában sárgás színű, áttetsző drágakő.",fn,"~ok,~t,~a",A csiszolt topázt gyűrűbe foglalják.
topog,4,"(Ember vagy állat) lábát váltakozva emelgeti, és talpával a földet verdesi.",ige,~ni,"A nagy hidegben a sorban állók türelmetlenül topognak.,Apró léptekkel ide-oda járkál.,Ne topogj, döntsd el, merre akarsz menni!"
toportyán,1,"(népi, régi) Nádi vagy réti farkas.",fn,"~ok,~t,~ja",Toldi Miklós puszta kézzel végzett a toportyánokkal.
toporzékol,3,Indulatában lábával dobog.,ige,~ni,"„Én még őszinte ember voltam, ordítottam, toporzékoltam” (József A.: Mama).,A lovak türelmetlenül toporzékolnak.,(ritka) Toporzékol valami ellen : dühösen, de tehetetlenül tiltakozik.,Ne toporzékolj az Úr ellen, fiam!"
toppant,1,Talpát hirtelen a földhöz csapja.,ige,~ani,Dühében nagyot toppantott.
toprongyos,2,"Elhanyagolt külsejű (személy, ruha).",mn,"~ak,~at,~an","Toprongyos koldus áll a metró bejáratnál.,Egy toprongyos kabátban jelent meg."
tor,4,"(régi, választékos) Lakoma, eszem-iszom.",fn,"~ok,~t,~a","A vadászat után hatalmas tort rendeztek., Halotti tor : az elhunyt tiszteletére a temetés után rendezett lakoma.,Az özvegy a halotti torra meghívta az egész rokonságot.,Disznótor.,A disznóölés utáni toron hurkát, kolbászt, toroskáposztát szoktak fogyasztani."
tor,2,"Rovarok, rákok testének középső része.",fn,"~ok,~t,~a","A tor az ízeltlábúak egyes fajainál a fejet és potrohot kapcsolja össze.,A pókok és egyes rákok feje összeforrt a torral, közös páncél fedi, ez a fejtor."
torkolat,4,"A folyó utolsó szakasza, ahol egy másik vízbe ömlik.",fn,"~ok,~ot,~a","A Rajnának többágú torkolata van, tehát deltatorkolatú folyó.,Hatalmas kikötő épült a folyó torkolatánál.,Barlangnak, völgynek a szabadba, illetve nyílt térre vezető nyílása.,A barlang torkolatát vasajtóval zárták le.,Utunk egészen a völgy torkolatáig vezet.,Lőfegyver csövének nyílása.,Lövéskor a torkolatból tűz csap ki.,A fejének szegezte a puska torkolatát."
torkos,3,Ételbe vagy ételekbe (lopva) belekóstolgató.,mn,"~ak,~t,vagy,~at,~an","A torkos macska belenyalt a krémbe.,Evésben, ivásban mértéktelen.,Torkos ember, nem csoda, ha folyton fáj a gyomra."
torlasz,2,"(Víz, szél által létrejövő,) közlekedést akadályozó halom.",fn,"~ok,~t,~a","A viharos szél a hóból torlaszokat emelt.,Barikád.,A moszkvaiak torlaszokkal zárták el az utat a puccsisták tankjai elől."
