word,frequency,word_class,word_endings,example_sentences
üresjárat,2,fn,,"Járműnek, gépnek terhelés vagy hasznos munka végzése nélküli járatása. Ez a motor üresjáratban is sokat fogyaszt. Hasznos, tényleges cselekvés nélkül töltött idő. A hivatali munkában sok az üresjárat, amikor nem haladunk a feladatok"
ürge,3,fn,,"Föld alatti üregekben élő, szürkés bundájú mókusféle kártékony rágcsáló. A szomszéd kertben fogtak egy ürgét. „A vizet mért hozta ki? Ürgét akar önteni” (Petőfi S.: Arany Lacinak). (bizalmas) Ember, férfi. Ismered azt az ürgét?"
űrhajó,4,fn,,A világűrben való közlekedésre szolgáló szerkezet. A közeljövőben űrhajók indulhatnak a Naprendszer távolabbi bolygóira is.
ürít,3,ige,eni,"Valamit üressé tesz. A kukát hétfőn reggel ürítik. (választékos) Ürítsük e poharat az ünnepelt egészségére! eltávolít valahonnan valahova. A szemetet a gödörbe ürítette a zsákból. (választékos) Vizeletét, ürülékét eltávolítja a szervezetéből. Ne hagyd, hogy a kutya a járdára ürítsen!"
űrlap,3,fn,,"Kérdéseket tartalmazó, kitöltendő nyomtatvány. A jelentkezőknek űrlapokat kell kitölteniük."
űrméret,1,fn,,"Valamely lőfegyver csövének belső átmérője, illetve az ehhez tartozó lövedék átmérője. A pisztoly csövének űrmérete 9 milliméter. Ez géppuskalövedék, melynek űrmérete 14,5 milliméter."
űrmérték,2,fn,,Folyadék vagy szemes anyag térfogatának mértékegysége. A régi űrmértékeket kiszorította a liter.
ürmös,2,mn,ek et en,"~ek, ~et, ~en Ürömmel (is) fűszerezett (rendszerint szeszes ital). Az ürmös pálinka jó meghűlés ellen. (Főnévi használatban:) ürmös étkezés előtt kiváló étvágygerjesztő."
üröm,3,fn,e,"ürmök, ürmöt, ürme Fészkes virágzatú, ezüstös molyhos levelű, illatos gyógynövény. A fehér üröm latin neve: Artemisia absinthium. keserű kivonata. Az ürmöt étvágygerjesztőnek és gyomorerősítőnek használják. (választékos) (Kifejezésekben:) Keserűség. Üröm az örömben üröm vegyül az örömbe bánat, csalódottság (ér valakit) az örömteli esemény közben. örömben, hogy bár eljöttetek, a kisfiút nem hoztátok magatokkal. Örömébe üröm is vegyült, amikor megtudta, hogy a nagy eseményre párja nem tudja elkísérni."
űrtartalom,1,fn,,"Valamely (üreges) dolog például edényféle belső térfogata, befogadóképessége. A hordó űrtartalma két hektoliter."
ürü,2,fn,k t je,Pecsenyének legjobb az ürü combja.
ürügy,4,fn,ek et e,Különféle ürügyekkel egyre halogatta a találkozást. A lakásba gázóra-leolvasás ürügyén jutott be. (választékos) Alkalom. A költészet napja ürügyén az olvasói ízlés változásáról is szólt.
ürül,2,ige,ni,"Egyre üresebbé válik. Ürül a pénztárcám. Ürül a terem, lassan mindenki hazaindul. (ritka, szépítő) Emésztőszervei, bélcsatornája üressé válik. A beteg nehezen ürül, hashajtót kell szednie."
ürülék,2,fn,ek et e,(választékos) Az ürülék a végbélen át távozik.
üst,4,fn,ök öt je,"~ök, ~öt, ~je Domború fenekű (nagyobb) fémedény. Szilvalekvár fő az üstben. Ipari berendezések nagyobb fémedénye, tartálya. üstben folyékony, izzó állapotban látható a vas."
üstök,2,fn,ök öt e,"(régi, bizalmas) A homlok feletti hosszú haj. Szedd rendbe az üstöködet! Üstökön kapják egymást összeverekednek. Homlokra boruló szőrzet. A ló sörényébe és üstökébe színes szalagot fontak a lovasjátékon. (ritka) Az üstökös csóvája. hullócsillag üstökét csak egy pillanatra láttuk. (népi) Nád-, illetve zsúptetőnek az oromra lenyúló része. Darazsak fészkeltek az üstök alá."
üstökös i.,2,mn,ek et en,"~ek, ~et, ~en Olyan, akinek, aminek üstöke van. Az istállóból kikandikált a ló üstökös feje. Az üstökös háztetőt nádból kötött csomó (Az állattanban:) Fején hosszú szőr- vagy tolldíszt viselő (állat). Zoológusként az üstökös gémek viselkedését tanulmányozza."
üstökös ii.,4,fn,ök t e,"Szilárd magból, gázburokból és csóvából álló égitest, amely a Nap körül, elnyújtott ellipszis alakú pályán kering. angol csillagászról elnevezett üstökös 76 évenként kerül a Föld közelébe. (választékos) Ragyogó, de rövid pályát befutó Petőfi üstökösként tűnt fel a magyar költészetben."
üszkös,2,mn,ek et en,"~ek, ~et, ~en A tűz kialudt, de a parázsban üszkös fadarabok rejtőznek. Elszenesedett. A tűzvész után csak üszkös romok Elhalt szövetű. A sérült testét üszkös sebek borítják."
üszkös,1,mn,ek et en,"~ek, ~et, ~en Üszögtől megtámadott (növény). Az üszkös kukorica szárán öklömnyi fekete daganatok keletkeznek."
üsző,2,fn,k t je,"Még nem borjazott, fiatal tehén. Az istállóban van két jól tejelő tehén és két remek üsző, jövőre azoknak is lehet borjuk."
üszög,1,fn,ök öt e,"Gomba okozta növénybetegség. Egészen elfeketedett a búza az üszögtől. (régi) Üszkös testrész, szövet. lábujja, és az üszög miatt le kellett vágni. (régi) Hamvadó parázs. A tűz helyén csak üszög maradt."
üszök,1,fn,,"üszkök, üszköt, üszke (ritka) Hamvadó parázs, illetve annak egy darabja. Az üszökből végül hamu lesz. (választékos) Tűzvészben elpusztult tárgyak, építmények parázsló, romos maradványa. A felperzselt város üszkei fogadták Napóleont. Szövetelhalás. sebeken üszök alakulhat ki."
üt,5,ige,ni,"Lendületesen többször rásújt valamire, valakire. Öklével üti az ajtót. A kutyáját korbáccsal üti. Lovaggá üt valakit karddal megérintve a lovagi rend tagjává avat. Érdemei elismeréseként a király lovaggá ütötte a kiváló katonát. testrészével vigyázatlanul beleütközik valamibe. A gyerek az asztal sarkába ütötte a fejét. Ütővel valahová juttat valamit. hálóba üti a labdát. Belever valamit valamibe. Karót üt a földbe, amikor kötözi a paradicsomot. Megszólaltat valamit. üstdobot, cintányért üti. (Óra) valamely időpontot hangosan jelez. Éjfélt üt az óra. Belecsap valami valamibe, illetve hirtelen ér valami valamit, valakit. Villám ütött a toronyba. : nem bánom! | : agyvérzés érte. | (bizalmas) miért viselkedsz így, mi lelt hirtelen? Valami üti a tenyerét : (nagyobb) pénzösszeget kap. pénz üti a markát a nyertesnek. A nyomravezetőnek nagy jutalom üti a tenyerét. Rajtuk ütött az (Nyílást) vágással létrehoz. A téli horgászathoz léket ütnek a jégen. Présel valamit valamiből. Tökmagból sűrű, zöldes olajat ütnek. Tojást üt valamibe : héját feltörve beleereszti a tojást valamibe. Üss az erőlevesbe egy tojást! (Kifejezésekben:) Létesít, rendez valamit. Nagy zajt ütöttek a vonyító kutyák. létesít, felállít. Ezen a helyen ütött tábort a császári sereg. Pártot üt valaki ellen Bánk bán és a főurak pártot ütöttek Gertrudis ellen. (Sakkban:) Valamely bábujával egy másik bábu helyére lép, és ezzel azt kizárja a játékból. ütöm a bástyát. (Kártyában:) Értékesebb lap lévén viszi az alacsonyabb értékűt. A király üti az alsót. Valamely szín nem illik egy másik színhez. A szoknyám színe üti a blúzomét. A rózsaszín és a kék ütik egymást. : (származása révén) A fiú az apjára ütött."
üteg,3,fn,ek et e,Tüzérségi alapegység a hadseregben. Ez az üteg négy páncéltörő ágyúval rendelkezik.
ütem,5,fn,ek et e,"A ritmus alapegysége, amely két nyomatékos mozzanat közé esik. A keringő üteme ľ-es. A szívverés üteme egyre gyorsult. Valamely folyamat, tevékenység szakasza. Az atomerőmű-építés második üteme is befejeződött. ütemben dolgozol, hamar kimerülsz. (Sportban:) A kellő idő. A védő jó ütemben csúszott be, és szabályosan szerelt."
ütközet,4,fn,ek et e,Kisebb csata. A háború első ütközetei még nem követeltek súlyos áldozatokat.
ütköz|ik,5,ige,ni,"Nekimegy valaminek. Az autó fának ütközött. A sötétben tapogatózva egy asztalba ütközött. Valamibe ütközik akadályozza, korlátozza. A terv végrehajtása nehézségbe ütközik. Az ön eljárása törvénybe ütközik. esemény) egy időben van. Az angol- és a németóra ütközik. (bizalmas) Szembeszáll valakivel. Elvei védelmében mindenkivel (népi) (Szőrzet) serked. Ennek a legénynek már ütközik a szakálla."
ütköző i.,2,mn,k t en,mn (mn-i in is) Az ütközést felfogó. Az ütköző felületek nagy igénybevételt is elviselnek.
ütköző ii.,3,fn,k t je,"A vasúti kocsik gomba alakú ütközői rugós szerkezetük révén tompítják az ütközések erejét. forgását, mozgását egy bizonyos ponton megállító alkatrész. A telefontárcsát csak az ütközőig lehet forgatni. A zár ütközője az a szerkezet, amelybe a zár nyelve illeszkedik."
ütleg,2,fn,ek et e,(választékos) Lúdas Matyi súlyos ütlegeket mért Döbrögire.
ütő i.,3,in,,A labdát ütő játékos magasra ugrott.
ütő ii.,3,fn,k t je,"Az az eszköz, amellyel ütnek. A teniszezők, a jégkorongozók ütője labda, illetve korong ütésére alkalmas sporteszköz. Harang, csengő, óra ütéssel hangot adó alkatrésze. Kiszakadt a harang ütője. (bizalmas) Szív. (bizalmas) Ütőhangszer. Az ütők elnyomják a vonósokat."
ütőd|ik,3,ige,ni,"Nekiütközik valaminek, beleütközik valamibe. Az elrúgott labda a ház falának ütődött, és irányt változtatva továbbgurult."
ütődött,2,mn,ek et en,"~ek, ~et, ~en Olyan (tárgy, testrész), amely ütődést szenvedett. Az ütődött körtéket ne tedd az épek közé! Ütődött térdét borogatja. (bizalmas, túlzó) Bolond, fogyatékos. Te teljesen ütődött vagy, hogy hagyhattad a buszon a táskádat!?"
ütőér,2,fn,,"A vért a szívből a test részeibe szállító ér. Az ütőerek a szív ritmikus működése ellenére folyamatos véráramlást képesek létrehozni, mert faluk rugalmas."
ütőhangszer,2,fn,,"Elsősorban ütéssel (vagy rázással, dörzsöléssel stb.) megszólaltatható, szimfonikus és más zenekarban is használt hangszer. dob és a cintányér mellett sok különleges ütőhangszert ismerünk, mint például a marimbát, a szélgépet vagy a csőharangot."
ütött-kopott,2,mn,ak at an,"~ak, ~at, ~an A használatban tönkrement (tárgy). A padláson hever egy ütött-kopott bőrönd, még a zárja is elromlott."
üt-vág,2,ige,,"Dühödten ütlegel valamit, valakit. A jeges úton üti-vágja a kocsis a lovakat, hogy indulásra bírja őket."
üveg,5,fn,ek et e,"Törékeny, kemény, átlátszó anyag, illetve ennek egy darabja. Az üveget kvarchomok, mészkő és szóda olvadékából állítják elő. Egy üveg megvágta az ujjam. A csokrot egy üveg virágvázába tette. A szél becsapta az ablakot, s menten kitört az üveg. Ilyen anyagból készült tartály, edény. Orvosságos üveget mindig kimosva vigyél vissza a patikába! Akkora mennyiség valamiből, amennyi egy ilyen edénybe fér. Hozz két üveggel abból a jóféle vörösből! Megittunk két üveg Üvegből készült (háztartási) tárgy, üvegnemű. Tartsd a sajtot üveg alatt, mert kiszárad! Romlik a szemem, erősebb üveg kellene."
üvegcse,1,fn,,(választékos) Az üvegcsében orvosság volt. Vett egy üvegcse rózsaolajat.
üveges i.,4,mn,ek et en,"~ek, ~et, ~en Üveggel ellátott. Az üveges szekrényben tartja az edényeket. Az üveges folyosón sok a fény, ezért ott tartjuk a virágokat. Palackban tárolt (folyadék). Elfogyott a csapolt sör, csak üveges van. Merev, kifejezéstelen (szem, tekintet). szemmel nézi a filmet, majdnem elalszik."
üveges ii.,4,fn,ek et e,"Táblaüveggel javítási munkákat végző iparos. Betört a konyhaablak, ki kell hívni az üvegest."
üvegház,3,fn,,"A mi éghajlatunk alatt a trópusi növények csak üvegházban élnek meg. (választékos) Mesterségesen elzárt, védett környezet. Nem tarthatod élete végéig üvegházban a gyereket!"
üvegházhatás,2,fn,,"A Föld légkörébe jutó szén-dioxidnak az a hatása, hogy lassú felmelegedést okoz. Az üvegházhatást okozó gázok csökkentéséről 170 ország képviselői tanácskoztak 1997-ben Kiotóban."
üvölt,5,ige,eni,"(Állat) erős, elnyújtott, mély hangot hallat. Oroszlán üvölt a szavannán. (Ember) erős, tagolatlan hangon ordít. üvölt fájdalmában. (bizalmas) Hangosan beszél, kiabál. Miért üvöltesz? Nem vagyok süket! (Természeti jelenség) erősen „Reng és üvölt a tenger, Hánykódnak a hajók” (Petőfi S.: Föltámadott a tenger)."
űz,5,ige,ni,"Futva kerget valakit, valamit. Kopók űzik a szarvast, hogy elfogják. „Vadat űzni feljövének Hős fiai szép Enéhnek” J.: Rege a csodaszarvasról). babonás szertartással igyekszik eltávolítani. (régi) Gyorsabb haladásra késztet valakit, valamit. Űzi a lovát. Űzi a szolgát, hogy siessen a levéllel. (választékos) Az árvíz egy kis dombra űzte az állatokat. (Kifejezésekben:) Rendszeresen végez valamit, foglalkozik valamivel. Azok a gyerekek egészségesebbek, akik valamilyen sportot űznek. Régóta űzi az ipart. Űzd csak kisded játékaidat! Csúfot űz valakiből nevetségessé tesz. szemtelen kislány mindannyiukból csúfot űzött."
üzeked|ik,1,ige,ni,"(Állat) párzási készséget mutat. Nem lehet igába fogni a tehenet, mert üzekedik."
üzelmek,2,fn,,"fn (csak többes számban) üzelmeket, üzelmei Törvényellenes, másoknak kárt okozó tevékenység. Gyanús üzelmekkel szerezte a vagyonát."
üzem,5,fn,ek et e,"Főleg termelő tevékenységet folytató vállalat. Az ipari üzem egy része magánkézben van. Ennek önálló munkát végző A gyár meleghengerlő üzeme teljesítette a tervét. Gép működése. Takarékos üzemre állították a gépsort. helyez valamit : üzemeltetni kezd. Üzembe helyezték az új gépet. Igénybevétel, munka. A hétvégén is teljes üzemmel dolgoznak az erőműben."
üzemanyag,4,fn,,"Valaminek a működéséhez energiát szolgáltató anyag. A gőzmozdony üzemanyaga a kőszén, a dízelmotoré a gázolaj, a legtöbb autóé pedig a benzin."
üzemel,5,ige,ni,"Üzemelnek a szivattyúk. A könyvtár sajnos nem üzemel, átalakítás miatt zárva van."
üzemzavar,2,fn,,"Gép, üzem, műszer működésének kényszerű szünetelése. Műszaki hiba okozta a lift üzemzavarát. A szélvihar három település áramszolgáltatásában is üzemzavart idézett elő."
üzen,5,ige,ni,"(Hírt) valaminek vagy valakinek a közvetítésével tudtul ad. Üzentek, hogy azonnal menj haza! „Kossuth Lajos azt üzente, elfogyott a regimentje” Hadat üzen valakinek, valaminek : bejelenti, hogy háborút indít ellene. A király hadat üzent a szomszédos ország uralkodójának. Anglia hadat üzent Franciaországnak. A miniszter hadat üzent a környezetszennyezésnek."
üzenet,5,fn,ek et e,"Valamilyen közvetett módon továbbított hír, közlés. Üzenetet hoztam egyik ismerősödtől. Üzenetem érkezett a telefonomra."
üzér,2,fn,ek t e,"Tiltott áruval, engedély nélkül kereskedő, illetve a vevőt megkárosító személy. Tele van a város üzérekkel. A tisztességes kereskedők hitelét rontja az ilyen üzér."
üzérked|ik,2,ige,ni,"Nagy haszonnal, üzér módjára üzletel valamivel. Súlyos büntetésre számíthat, aki kábítószerekkel üzérkedik."
üzlet,5,fn,ek et e,"Kisebb kereskedelmi vállalkozás. Jól megy az üzlet, nyereséges évet zártunk. Ennek helyisége. Üzletet nyitott a Váci Kereskedelmi adásvételi megállapodás. Ügynökségünk nem köt, csak közvetít üzleteket. (bizalmas) Anyagi Mi ebben az üzlet?"
üzletel,4,ige,ni,"(bizalmas, rosszalló) Nem hivatásszerűen s nem egészen tiszta módon kereskedik valamivel. Használt autókkal üzletel."
üzletember,5,fn,,Üzletek kötésével foglalkozó vállalkozó. Angol üzletemberek tanulmányozzák a magyar kereskedelmet.
vacak,4,fn,ok ot ja,"Értéktelen, silány holmi. Vidd innen ezeket a vacakokat, nem jók ezek már semmire! (Jelzői használatban:) Nem ír ez a vacak"
vacakol,3,ige,ni,"Céltalanul, hosszan, lassan csinál valamit. Siess, ne vacakolj annyit! Vacakol valakivel : piszkál, molesztál valakit. vacakolj velem! Rendellenesen viselkedik. Vacakol a szíve, el kell mennie orvoshoz."
